"topics"
"http://dbpedia.org/resource/Code_refactoring"
"http://dbpedia.org/resource/Percival_Lowell"
"http://dbpedia.org/resource/Evolution"
"http://dbpedia.org/resource/Lincoln_Near-Earth_Asteroid_Research"
"http://dbpedia.org/resource/Unix"
"http://dbpedia.org/resource/Evolvability"
"http://dbpedia.org/resource/Outsourcing"
"http://dbpedia.org/resource/Industry"
"http://dbpedia.org/resource/Soen"
"http://dbpedia.org/resource/King_Arthur"
"http://dbpedia.org/resource/Swimming"
"http://dbpedia.org/resource/Proprietary_software"
"http://dbpedia.org/resource/IBM"
"http://dbpedia.org/resource/Database"
"http://dbpedia.org/resource/Cascading_Style_Sheets"
"http://dbpedia.org/resource/Oxford_English_Dictionary"
"http://dbpedia.org/resource/Programming_language"
"http://dbpedia.org/resource/Victorian_Railways_E_type_carriage"
"http://dbpedia.org/resource/Reverse_engineering"
"http://dbpedia.org/resource/Theorem"
"http://dbpedia.org/resource/Unified_Modeling_Language"
"http://dbpedia.org/resource/Software_testing"
"http://dbpedia.org/resource/Middleware"
"http://dbpedia.org/resource/Commercial_off-the-shelf"
"http://dbpedia.org/resource/Mathematics"
"http://dbpedia.org/resource/Operating_system"
